title,Release_date,Overview,Adult,Vote_count,Vote_average,Popularity,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
Scooby-Doo,2002-06-14,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.",False,1800,5.6,17.148,84000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,9637,"[{""id"": 1735, ""name"": ""amateur detective""}, {""id"": 3392, ""name"": ""voodoo""}, {""id"": 10793, ""name"": ""resort""}, {""id"": 223067, ""name"": ""crime solving""}]",en,Scooby-Doo,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.",31.435539000000002,"[{""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-14,275650703,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get a Clue,5.4,820
The Transporter,2002-10-02,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",False,2681,6.6,16.975,21000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,4108,"[{""id"": 1926, ""name"": ""car journey""}, {""id"": 3792, ""name"": ""transportation""}, {""id"": 3796, ""name"": ""auto""}, {""id"": 6019, ""name"": ""human trafficking""}]",en,The Transporter,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",34.433521,"[{""name"": ""TF1 Films Productions"", ""id"": 356}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""EuropaCorp"", ""id"": 6896}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2002-10-02,43928932,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Rules are made to be broken.,6.6,1692
Resident Evil,2002-03-15,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",False,3248,6.5,15.62,33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.sonypictures.com/movies/residentevil/index.html,1576,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41645, ""name"": ""based on video game""}]",en,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",40.715623,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""New Legacy"", ""id"": 939}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-15,102984862,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A secret experiment. A deadly virus. A fatal mistake.,6.4,2065
Lilo & Stitch,2002-06-21,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and 'ohana, the Hawaiian tradition of family.",False,2820,7.4,15.617,80000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,11544,"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 4939, ""name"": ""alien phenomenons""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 168490, ""name"": ""dead parents""}]",en,Lilo & Stitch,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",55.659988,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-21,145771527,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's coming to our galaxy.,7.1,1314
28 Days Later,2002-10-31,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",False,3093,7.2,15.013,5000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",,170,"[{""id"": 212, ""name"": ""london england""}, {""id"": 968, ""name"": ""manchester city""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 5385, ""name"": ""survivor""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 188957, ""name"": ""virus""}]",en,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",45.490373999999996,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""British Film Council"", ""id"": 10889}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-10-31,82719885,113.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His fear began when he woke up alone. His terror began when he realised he wasn't.,7.1,1777
Spirit: Stallion of the Cimarron,2002-05-24,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",False,1861,7.6,15.001,80000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,9023,"[{""id"": 3714, ""name"": ""human being""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 8241, ""name"": ""mustang""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 9902, ""name"": ""wildlife""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 156234, ""name"": ""cavalry""}, {""id"": 158264, ""name"": ""indian war""}, {""id"": 158265, ""name"": ""eyebrow""}, {""id"": 158266, ""name"": ""wild horse""}]",en,Spirit: Stallion of the Cimarron,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",41.670544,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-24,122563539,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Leader. Hero. Legend.,7.4,831
Blade II,2002-03-22,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",False,2421,6.3,14.935,54000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.warnerbros.com/blade-ii,36586,"[{""id"": 1908, ""name"": ""katana""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3625, ""name"": ""silver""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 10045, ""name"": ""tragic villain""}, {""id"": 10525, ""name"": ""broken neck""}, {""id"": 11795, ""name"": ""lasersight""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18508, ""name"": ""exploding body""}, {""id"": 40884, ""name"": ""blade""}, {""id"": 162177, ""name"": ""subjective camera""}, {""id"": 162533, ""name"": ""torso cut in half""}, {""id"": 175211, ""name"": ""reaper""}, {""id"": 175227, ""name"": ""broken wrist""}, {""id"": 175233, ""name"": ""razor blade""}, {""id"": 175241, ""name"": ""shot through a door""}, {""id"": 175245, ""name"": ""sword duel""}, {""id"": 175247, ""name"": ""burnt face""}]",en,Blade II,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",67.16958699999999,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Amen Ra Films"", ""id"": 421}, {""name"": ""Milk & Honey"", ""id"": 5611}, {""name"": ""Imaginary Forces"", ""id"": 11321}, {""name"": ""Justin Pictures"", ""id"": 11322}, {""name"": ""Linovo Productions GmbH & Co. KG"", ""id"": 11323}, {""name"": ""Pacific Title and Art Studio"", ""id"": 11324}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-22,155010032,117.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Faster. Sharper. Deadlier.,6.2,1528
Undisputed,2002-08-23,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",False,246,6.3,14.722999999999999,20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,15070,"[{""id"": 6075, ""name"": ""sport""}]",en,Undisputed,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",17.227376,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Amen Ra Films"", ""id"": 421}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-23,12398628,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two Enemies ... The Mob ... The Ultimate Showdown.,6.1,139
Panic Room,2002-03-29,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",False,2320,6.7,14.555,48000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.sonypictures.com/movies/panicroom/,4547,"[{""id"": 1437, ""name"": ""burglar""}, {""id"": 2321, ""name"": ""bunker""}, {""id"": 3305, ""name"": ""housebreaking""}, {""id"": 8430, ""name"": ""safe""}, {""id"": 10594, ""name"": ""money""}]",en,Panic Room,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",53.043124,"[{""name"": ""Hofflund/Polone"", ""id"": 1685}, {""name"": ""Indelible Productions"", ""id"": 7795}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-29,196397415,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,6.5,1267
The Pianist,2002-09-17,"The true story of pianist Wladyslaw Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",False,3664,8.3,14.407,35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",http://www.thepianistmovie.com/,423,"[{""id"": 30, ""name"": ""individual""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1224, ""name"": ""radio station""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1468, ""name"": ""child murderer""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2156, ""name"": ""homeland""}, {""id"": 2428, ""name"": ""deportation""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 2431, ""name"": ""ghetto riot""}, {""id"": 2433, ""name"": ""jew persecution""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2435, ""name"": ""warsaw ghetto""}, {""id"": 2436, ""name"": ""polish resistance""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5783, ""name"": ""classical music""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 14743, ""name"": ""pianist""}]",en,The Pianist,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,50.587540999999995,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Canal+Polska"", ""id"": 250}, {""name"": ""Heritage Films"", ""id"": 260}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Agencja Produkcji Filmowej"", ""id"": 266}, {""name"": ""Beverly Detroit"", ""id"": 267}, {""name"": ""FilmFernsehFonds Bayern"", ""id"": 268}, {""name"": ""Filmboard Berlin-Brandenburg (FBB)"", ""id"": 269}, {""name"": ""Mainstream S.A."", ""id"": 271}, {""name"": ""R.P. Productions"", ""id"": 355}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Filmf\u00f6rderungsanstalt (FFA)"", ""id"": 4247}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Interscope Communications"", ""id"": 10201}, {""name"": ""Telewizja Polska (TVP)"", ""id"": 19150}, {""name"": ""Runteam"", ""id"": 31087}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-09-24,120072577,150.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Music was his passion. Survival was his masterpiece.,8.0,1864
Treasure Planet,2002-11-26,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!",False,1772,7.4,14.145999999999999,140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,9016,"[{""id"": 679, ""name"": ""cyborg""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1860, ""name"": ""mutiny""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 1969, ""name"": ""map""}, {""id"": 4418, ""name"": ""pirate gang""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 9736, ""name"": ""little boy""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11088, ""name"": ""treasure map""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 156316, ""name"": ""troubled teen""}, {""id"": 196483, ""name"": ""space pirate""}]",en,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!",38.924136,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-26,109578115,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Find your place in the universe.,7.2,948
City of God,2002-02-05,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes...",False,3109,8.3,13.965,3300000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",http://cidadededeus.globo.com/,598,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 983, ""name"": ""brazilian""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1525, ""name"": ""puberty""}, {""id"": 2394, ""name"": ""ghetto""}, {""id"": 2987, ""name"": ""gang war""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208289, ""name"": ""1980s""}]",pt,Cidade de Deus,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",44.356711,"[{""name"": ""O2 Filmes"", ""id"": 345}, {""name"": ""VideoFilmes"", ""id"": 346}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Globo filmes"", ""id"": 10954}, {""name"": ""Lumiere"", ""id"": 11444}, {""name"": ""Hank Levine Film"", ""id"": 11445}, {""name"": ""Lereby Productions"", ""id"": 11446}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2002-02-05,30641770,130.0,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,"If you run you're dead... if you stay, you're dead again. Period.",8.1,1814
Signs,2002-08-02,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,False,2672,6.5,13.854000000000001,72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",,2675,"[{""id"": 1715, ""name"": ""symbolism""}, {""id"": 4237, ""name"": ""water""}, {""id"": 4932, ""name"": ""farm""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 18255, ""name"": ""rural""}, {""id"": 167642, ""name"": ""crop circle""}, {""id"": 192962, ""name"": ""alien attack""}, {""id"": 223213, ""name"": ""rural pennsylvania""}, {""id"": 223471, ""name"": ""rural america""}, {""id"": 228280, ""name"": ""rural farm""}, {""id"": 228753, ""name"": ""loss of faith""}, {""id"": 229652, ""name"": ""alien encounter""}]",en,Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,28.848187,"[{""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-02,408247917,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,It’s not like they didn’t warn us.,6.4,1599
Star Wars: Episode II - Attack of the Clones,2002-05-15,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",False,6809,6.5,13.67,120000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,1894,"[{""id"": 1399, ""name"": ""senate""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6092, ""name"": ""army""}, {""id"": 10013, ""name"": ""death star""}, {""id"": 10527, ""name"": ""jedi""}, {""id"": 11491, ""name"": ""cult figure""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14922, ""name"": ""kendo""}, {""id"": 18069, ""name"": ""laser gun""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 163239, ""name"": ""spaceport""}, {""id"": 163242, ""name"": ""teenage rebellion""}, {""id"": 163248, ""name"": ""good becoming evil""}, {""id"": 163252, ""name"": ""alien race""}, {""id"": 163255, ""name"": ""mechanical hand""}, {""id"": 198710, ""name"": ""yoda""}]",en,Star Wars: Episode II - Attack of the Clones,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",43.987061,"[{""name"": ""Lucasfilm"", ""id"": 1}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-15,649398328,142.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,6.4,3992
xXx,2002-08-09,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",False,2247,5.8,13.352,70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.sonypictures.com/movies/xxx/,7451,"[{""id"": 999, ""name"": ""sports car""}, {""id"": 1865, ""name"": ""biological weapon""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 3530, ""name"": ""prague""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 10456, ""name"": ""athlete""}, {""id"": 217142, ""name"": ""nsa agent""}, {""id"": 234505, ""name"": ""adrenaline junkie""}, {""id"": 234506, ""name"": ""thrill seeker""}]",en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",46.217769,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-09,277448382,124.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,A New Breed Of Secret Agent.,5.8,1424
